id_contrat,code_regle,nom_regle,description,detail,score_risque,niveau,source,date_detection
BA000750,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Panama,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA000750,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000752,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 72 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000752,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000752,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000752,R05,PEP avec rachat,Client PEP effectuant un rachat,Client PEP (PPE1) avec 1 rachat(s),0.85,HIGH,Procédure AML — Vigilance renforcée PEP,2026-08-06
BA000752,R06,Score LC189 élevé,Score LC 18/9 supérieur à 15,Score LC 18/9 = 22 > 15,0.7,HIGH,LC 18/9 — Seuil HIGH,2026-08-06
BA000752,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Panama,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA000752,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000765,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 76 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000765,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000765,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000765,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Hong Kong,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA000765,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000770,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA000771,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000779,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000783,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 89 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000783,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000783,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000783,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Panama,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA000783,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000786,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000792,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000793,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000799,R05,PEP avec rachat,Client PEP effectuant un rachat,Client PEP (PPE1) avec 1 rachat(s),0.85,HIGH,Procédure AML — Vigilance renforcée PEP,2026-08-06
BA000806,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000810,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA000816,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA000817,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA000825,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000827,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 33 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000827,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000827,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Origine fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA000827,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000827,R06,Score LC189 élevé,Score LC 18/9 supérieur à 15,Score LC 18/9 = 21 > 15,0.7,HIGH,LC 18/9 — Seuil HIGH,2026-08-06
BA000827,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA000827,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000840,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Origine fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA000840,R06,Score LC189 élevé,Score LC 18/9 supérieur à 15,Score LC 18/9 = 39 > 15,0.7,HIGH,LC 18/9 — Seuil HIGH,2026-08-06
BA000858,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000861,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000868,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA000871,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA000877,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000883,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 56 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000883,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000883,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000883,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Hong Kong,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA000883,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000891,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000895,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000895,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000897,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 72 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000897,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000897,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000897,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : United Arab Emirates,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA000897,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000904,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000906,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 69 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000906,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000906,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000906,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Hong Kong,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA000906,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000911,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000914,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA000915,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA000918,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 88 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000918,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000918,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000918,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Panama,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA000918,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000919,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000929,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA000930,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA000936,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 80 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000936,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000936,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Origine fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA000936,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000936,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000941,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000943,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 55 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000943,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000943,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000943,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Hong Kong,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA000943,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000944,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000961,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 81 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000961,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000961,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000961,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Hong Kong,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA000961,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000965,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 45 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000965,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000965,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Destination fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA000965,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000965,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Cayman Islands,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA000965,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000976,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 62 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000976,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000976,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Destination fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA000976,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000976,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Hong Kong,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA000976,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000977,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA000979,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000982,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000985,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000994,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 88 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA000994,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA000994,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Origine fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA000994,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000994,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA000998,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001014,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001021,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 32 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001021,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001021,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001021,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : United Arab Emirates,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001021,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001026,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001026,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001027,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001028,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001029,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001039,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001043,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001044,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001045,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001060,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001064,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001079,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001082,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001086,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001086,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001090,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 65 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001090,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001090,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Destination fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA001090,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001090,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Hong Kong,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001090,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001094,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001095,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001114,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001116,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001117,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001133,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001134,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001136,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 59 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001136,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001136,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001136,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Cayman Islands,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001136,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001139,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001139,R10,Rachats multiples,Plus de 2 rachats sur les 2 dernières années,3 rachats sur les 2 dernières années,0.65,MEDIUM,LC 18/9 — Question I44,2026-08-06
BA001148,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001153,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001162,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001163,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001168,R12,Arbitrage vers fonds offshore,Arbitrage vers un fonds dans une juridiction à risque,Arbitrage vers fonds suspect : PE_CAY_01,0.75,HIGH,LC 18/9 — Questions I35/I36,2026-08-06
BA001169,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001169,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001174,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001177,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 61 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001177,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001177,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Origine fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA001177,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001177,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
